pet_species,breed,age_years,weight_status,living_situation,exercise_level,conditions_count,allergies_count,health_risk_score
dog,Labrador Retriever,8.92014449597907,normal,house,very active,0,0,0.4272002504385358
dog,Mixed Breed,7.618873612725007,normal,apartment,moderate,0,0,0.2077038426998793
dog,Yorkshire Terrier,9.699416982448394,overweight,house,sedentary,0,0,0.7905050409173162
dog,Chihuahua,12.591853471349092,normal,house,moderate,0,0,0.5549776927238532
dog,German Shepherd,9.500336047933557,overweight,apartment,moderate,0,0,0.2663374547082383
dog,Poodle,9.129862734610647,normal,apartment,moderate,0,0,0.2344167584616388
dog,German Shepherd,5.585838033790861,overweight,apartment,moderate,0,0,0.4020453094510599
dog,Mixed Breed,12.286472476726347,normal,house,very active,0,0,0.442100255340593
dog,Mixed Breed,11.480225951581623,normal,apartment,light,0,0,0.5573735368332973
dog,Chihuahua,12.0722836487389,normal,house,light,0,0,0.4875396409324661
dog,Yorkshire Terrier,16.80781019317414,normal,apartment,moderate,0,0,0.4431128034947727
dog,Yorkshire Terrier,12.484402602610334,unknown,apartment,moderate,0,0,0.317452018627362
dog,Yorkshire Terrier,12.97802360924161,normal,house,moderate,0,0,0.395673368076632
dog,Labrador Retriever,6.189273667075019,normal,apartment,moderate,0,0,0.2876043785077912
dog,Labrador Retriever,9.820814908606406,normal,house,light,0,0,0.3145108166130037
dog,Yorkshire Terrier,14.329792230547117,overweight,house,moderate,0,0,0.5923039347431414
dog,Golden Retriever,11.769810917424186,normal,house,moderate,0,0,0.5120722604177782
dog,Mixed Breed,11.846241018736036,normal,house,very active,0,0,0.3037017872626566
dog,Mixed Breed,13.593849860644749,normal,house,light,0,0,0.4310756853045151
dog,Bulldog,9.79524637062921,overweight,outdoor,moderate,0,0,0.7213124810829017
dog,Beagle,16.455409046340197,overweight,house,moderate,0,0,0.5972219695249431
dog,Poodle,10.993872228432906,overweight,apartment,moderate,0,0,0.4355464017632508
dog,Bulldog,10.057926459904786,normal,apartment,moderate,0,0,0.307023966573168
dog,Dachshund,15.374261568276738,normal,house,moderate,0,0,0.3736306126554873
dog,Yorkshire Terrier,12.10866977513981,normal,apartment,moderate,0,0,0.361237096472512
dog,Chihuahua,12.238824741351175,normal,apartment,light,0,0,0.3865112828311926
dog,Bulldog,3.766834563225526,normal,house,moderate,0,0,0.103294060449539
dog,German Shepherd,8.176672504200495,overweight,apartment,moderate,0,0,0.405787367092537
dog,Dachshund,11.160712317783574,underweight,apartment,moderate,0,0,0.5308977829528488
dog,Yorkshire Terrier,8.92601753505918,normal,house,moderate,0,0,0.3226694431259437
dog,Dachshund,14.9654454558103,normal,house,moderate,0,0,0.4198799595237237
dog,Labrador Retriever,6.701630277156486,normal,house,moderate,0,0,0.2159329880224356
dog,Labrador Retriever,6.81482753761669,normal,house,very active,0,0,0.3494197876325552
dog,Labrador Retriever,10.667625664673148,normal,apartment,very active,0,0,0.3845229769433379
dog,Poodle,18.49426160808596,normal,apartment,light,0,0,0.4479703244743978
dog,Dachshund,15.551260619974638,normal,apartment,moderate,0,0,0.3543402965000419
dog,Chihuahua,13.827443712509432,overweight,house,moderate,0,0,0.5115425811085685
dog,Labrador Retriever,12.26873692104314,normal,house,moderate,0,0,0.3482463024022787
dog,German Shepherd,11.044381739690124,obese,house,moderate,0,0,0.451736190021858
dog,Poodle,10.88391596362368,normal,house,light,0,0,0.4332055187043381
dog,Labrador Retriever,12.908713645078148,normal,apartment,very active,0,0,0.283827697373381
dog,German Shepherd,10.60680689966886,normal,apartment,very active,0,0,0.4184683404039717
dog,Chihuahua,14.930328477732903,underweight,house,light,0,0,0.7169163426692048
dog,German Shepherd,11.557853011718066,normal,house,moderate,0,1,0.4184839193298624
dog,Yorkshire Terrier,12.505117183579172,normal,house,moderate,0,0,0.4554846018100783
dog,Beagle,11.534858737142798,underweight,apartment,sedentary,0,0,0.7141183888104081
dog,Labrador Retriever,9.158443181697098,obese,house,moderate,0,0,0.561309237761439
dog,German Shepherd,11.69670208357824,overweight,house,moderate,0,0,0.4808533641115082
dog,Dachshund,8.536037283793279,normal,house,light,0,0,0.4862656723728531
dog,Chihuahua,10.763296310697736,overweight,apartment,very active,0,0,0.5581320692042363
dog,Bulldog,9.46940746320937,normal,apartment,moderate,0,0,0.298600293186154
dog,Bulldog,7.82099685146484,normal,farm,sedentary,0,0,0.4534421581085094
dog,Beagle,8.13883876598383,normal,apartment,moderate,0,0,0.3030511019278268
dog,Yorkshire Terrier,12.523293998091631,normal,house,very active,0,0,0.3678605098162105
dog,Labrador Retriever,11.54507177745905,overweight,house,moderate,0,0,0.4921843680149861
dog,Labrador Retriever,6.80494354140906,normal,apartment,moderate,0,0,0.1045996135811365
dog,Golden Retriever,11.55599217630822,overweight,farm,moderate,0,0,0.4857919612943779
dog,Golden Retriever,7.927679797835195,normal,apartment,very active,0,0,0.2716317942901001
dog,Mixed Breed,10.792137276057408,normal,house,moderate,0,0,0.3765044161306035
dog,Mixed Breed,10.311691941236424,normal,house,moderate,0,0,0.3663439177908041
dog,Golden Retriever,9.799352384481136,normal,apartment,moderate,0,0,0.383448720126417
dog,Labrador Retriever,5.921247946539588,normal,apartment,moderate,0,0,0.3449013025230479
dog,Mixed Breed,14.06917248118323,obese,house,moderate,0,0,0.5346121681283681
dog,Mixed Breed,10.72193484662825,overweight,apartment,moderate,0,0,0.3921260856153818
dog,Chihuahua,12.378343532377825,normal,house,very active,0,0,0.3694369784830979
dog,German Shepherd,9.217966010516076,normal,apartment,moderate,0,0,0.3410064499588556
dog,Mixed Breed,16.47976838686104,normal,house,moderate,0,0,0.4544526351625235
dog,German Shepherd,8.93743260313714,normal,house,moderate,0,0,0.3441699559987657
dog,Bulldog,5.651661515453114,normal,apartment,moderate,0,0,0.201506225851333
dog,Beagle,10.50376595820916,normal,apartment,moderate,0,0,0.1707967705747133
dog,Bulldog,10.376345019821107,normal,house,moderate,0,0,0.3415532252345497
dog,Poodle,10.634388879368792,normal,apartment,sedentary,0,1,0.6240320980195796
dog,Bulldog,6.282710610518781,normal,house,moderate,0,0,0.1889968906663296
dog,Beagle,14.85581613634588,normal,apartment,moderate,0,0,0.3074505334852865
dog,Dachshund,9.021774651780484,normal,house,unknown,0,0,0.2854503247865595
dog,Bulldog,11.001034769861064,normal,apartment,moderate,0,0,0.2674691530795096
dog,German Shepherd,8.087618176142787,overweight,apartment,moderate,0,0,0.3446155901357352
dog,Beagle,13.865468518286008,normal,house,moderate,0,1,0.4284938827969243
dog,Chihuahua,13.764070624911549,normal,house,moderate,0,0,0.3684099525208075
dog,Dachshund,14.504880669479416,normal,apartment,moderate,0,0,0.4064997483545386
dog,Poodle,13.799593227178477,normal,apartment,moderate,0,0,0.4917121794192957
dog,Golden Retriever,9.734845227404904,normal,apartment,moderate,0,0,0.3924566742259782
dog,Bulldog,10.45121249880143,normal,house,light,0,0,0.3885537413623861
dog,Golden Retriever,9.57453844368768,overweight,house,moderate,0,0,0.4052325249275715
dog,Chihuahua,14.47461959053116,normal,house,moderate,0,0,0.435633037106069
dog,Poodle,9.07520791072428,normal,apartment,moderate,0,0,0.0517231811519536
dog,Beagle,11.20248083311794,normal,apartment,sedentary,0,0,0.5225842679069307
dog,Chihuahua,12.684804919470103,normal,unknown,light,0,0,0.4525745353287949
dog,Mixed Breed,12.21839950797596,normal,house,very active,0,0,0.3887983379701767
dog,Labrador Retriever,8.933107207794116,normal,house,moderate,0,0,0.2353153451423909
dog,Yorkshire Terrier,12.408394536172386,normal,house,moderate,0,0,0.4401911331967406
dog,Golden Retriever,8.385089552188662,normal,apartment,moderate,0,0,0.2037664305117529
dog,Mixed Breed,15.571484032662491,normal,apartment,moderate,0,0,0.5615172888895891
dog,Mixed Breed,10.356149449845628,overweight,apartment,moderate,0,0,0.3987666133081334
dog,Golden Retriever,16.35916973825382,underweight,apartment,moderate,0,0,0.5146245527364269
dog,Beagle,12.609081250018434,normal,farm,moderate,0,0,0.3154543399160017
dog,Labrador Retriever,10.931086617455533,normal,house,light,0,0,0.3554164263382884
dog,Golden Retriever,12.10853577349,obese,house,moderate,0,0,0.6317877517197289
dog,Chihuahua,17.474089729192485,normal,house,moderate,0,0,0.3547746370788714
dog,Labrador Retriever,8.60472660573511,normal,house,moderate,0,0,0.1367250210301246
dog,German Shepherd,9.473954041496858,normal,house,moderate,0,0,0.3695627682353084
dog,Golden Retriever,10.18858409725398,normal,apartment,moderate,0,0,0.1756144169933061
dog,Labrador Retriever,10.26544691955553,overweight,apartment,moderate,0,0,0.4177447640662038
dog,Chihuahua,12.7923473707914,normal,apartment,moderate,0,0,0.3675903883746719
dog,Labrador Retriever,5.8138893404307606,normal,house,moderate,0,0,0.1445826298232823
dog,Yorkshire Terrier,13.145877510713694,normal,apartment,moderate,0,0,0.3033348136761516
dog,Chihuahua,13.578525947973128,overweight,house,light,0,0,0.5697554769047881
dog,Dachshund,13.983721801380533,normal,house,moderate,0,0,0.2397918781685561
dog,Mixed Breed,14.27577186529902,normal,apartment,moderate,0,0,0.4971701421691769
dog,German Shepherd,7.815401632322709,normal,unknown,moderate,0,0,0.4051518509761919
dog,Labrador Retriever,6.829911126247117,normal,house,moderate,0,0,0.2464645484761855
dog,Labrador Retriever,7.318142435650484,normal,house,moderate,0,1,0.3455025978419016
dog,Poodle,18.610858367542587,normal,outdoor,very active,0,0,0.4297623737283877
dog,Mixed Breed,11.942750984755468,normal,house,moderate,0,0,0.336513994600311
dog,Golden Retriever,9.73351309771337,normal,unknown,moderate,0,0,0.3710825913063332
dog,Golden Retriever,11.483891805702154,normal,farm,sedentary,0,0,0.2944467453409006
dog,Chihuahua,15.461258040298272,normal,apartment,moderate,0,0,0.435972472530068
dog,German Shepherd,9.976532944323404,normal,house,moderate,0,0,0.3629652941253416
dog,Beagle,14.073687104829371,normal,house,moderate,0,1,0.4459676509947632
dog,Mixed Breed,15.501277953777134,normal,house,moderate,0,0,0.499115708235155
dog,Dachshund,13.390543947493756,normal,house,light,0,0,0.5327900614250126
dog,Labrador Retriever,7.893998793658008,normal,house,moderate,0,0,0.2907180433847166
dog,Labrador Retriever,11.019812543785712,normal,house,moderate,0,0,0.3103981879670529
dog,Chihuahua,13.07352369231887,overweight,apartment,moderate,0,0,0.6797749612165702
dog,Beagle,18.16800927703123,normal,apartment,moderate,0,0,0.3206113370807589
dog,Labrador Retriever,9.428500211649954,normal,house,moderate,0,0,0.209022054264318
dog,Labrador Retriever,11.096189347024318,normal,apartment,moderate,0,0,0.3234931195560055
dog,Bulldog,10.56919418700258,normal,house,moderate,0,0,0.321872050994925
dog,Dachshund,14.122713626127176,obese,apartment,moderate,0,0,0.7742775666374808
dog,Chihuahua,14.983173058675554,normal,house,moderate,0,0,0.5127030416236574
dog,Chihuahua,16.786290710546147,overweight,house,moderate,0,0,0.6391158906572529
dog,Yorkshire Terrier,13.704337659573437,normal,house,moderate,0,0,0.4995538952738786
dog,German Shepherd,6.908430176773422,obese,outdoor,moderate,0,0,0.764826645910869
dog,Yorkshire Terrier,15.844265506786943,overweight,apartment,moderate,0,0,0.5779675999488239
dog,Golden Retriever,18.73969447400025,normal,house,light,0,0,0.3829275233258649
dog,Beagle,10.623197010761222,overweight,apartment,light,0,0,0.4803663691156222
dog,Beagle,14.646260751127944,normal,house,sedentary,0,0,0.5544950157441333
dog,Chihuahua,11.865150729030768,normal,apartment,very active,0,0,0.2634209832391169
dog,German Shepherd,10.04599555222171,obese,apartment,moderate,0,0,0.6630477984801486
dog,Chihuahua,10.985594678861151,normal,apartment,moderate,0,0,0.3052314024844539
dog,Dachshund,13.935328654048412,overweight,house,very active,0,0,0.448591606960562
dog,Mixed Breed,12.450133121120356,normal,apartment,moderate,0,0,0.4298887790264933
dog,Beagle,12.174367122102623,normal,apartment,moderate,0,0,0.2923061802465218
dog,Golden Retriever,8.72416254198063,normal,apartment,very active,0,0,0.2914232282861028
dog,Mixed Breed,12.012285247397823,normal,house,very active,0,0,0.3368588522920975
dog,Golden Retriever,7.695350467186717,normal,outdoor,moderate,0,0,0.3235904195772144
dog,Poodle,14.02849138622898,normal,house,moderate,0,0,0.2887087646243701
dog,Poodle,12.97673980232036,normal,house,moderate,0,0,0.2534170257815205
dog,Yorkshire Terrier,12.941119622814403,normal,unknown,very active,0,0,0.3448740518240612
dog,German Shepherd,5.304632280495845,overweight,apartment,moderate,0,0,0.2655795567088282
dog,Bulldog,5.115940024293311,overweight,house,moderate,0,0,0.3614087570854123
dog,Labrador Retriever,8.76719294400057,normal,apartment,moderate,0,0,0.3908344191575165
dog,Labrador Retriever,11.594741845417072,normal,house,moderate,0,0,0.3089571429274422
dog,Mixed Breed,9.050859298848223,normal,house,moderate,0,0,0.2579857454616609
dog,Labrador Retriever,13.354251907354982,normal,house,moderate,0,0,0.1806326570633476
dog,Dachshund,13.083724293621309,unknown,apartment,very active,0,0,0.2971890811724417
dog,Mixed Breed,11.70159101122534,overweight,house,moderate,0,0,0.6247214589601175
dog,Poodle,16.39395943057918,underweight,apartment,moderate,0,0,0.4141171771939755
dog,Yorkshire Terrier,8.308618234895315,normal,apartment,moderate,0,0,0.3157492803751971
dog,Labrador Retriever,13.615486663738483,normal,apartment,sedentary,0,0,0.4611984089409234
dog,Dachshund,8.921328128514478,normal,apartment,moderate,0,0,0.3830252977337571
dog,Labrador Retriever,12.316513770111015,normal,farm,moderate,0,0,0.2584462081377087
dog,Bulldog,8.874725300286844,overweight,house,moderate,0,0,0.4252660615755501
dog,German Shepherd,8.111273471985138,normal,house,moderate,0,0,0.3758671769027946
dog,Dachshund,12.967021301723006,normal,house,very active,0,0,0.4466188600493375
dog,Golden Retriever,9.213984971116007,normal,house,moderate,0,0,0.3609427737987203
dog,German Shepherd,11.345554994139327,normal,farm,moderate,0,0,0.298516103768204
dog,Beagle,11.005739715232703,normal,house,moderate,0,0,0.4657107023486277
dog,Beagle,14.960431319150365,normal,apartment,moderate,0,0,0.4231905914807324
dog,Poodle,11.543947507118958,normal,outdoor,moderate,0,0,0.442108649022062
dog,Yorkshire Terrier,16.079961178174088,obese,apartment,unknown,0,0,0.5470089123144093
dog,Bulldog,9.487573664588911,normal,apartment,very active,0,0,0.2451576290431125
dog,Beagle,9.3004021155287,underweight,apartment,very active,0,1,0.3759206896043968
dog,German Shepherd,11.823683973359866,overweight,apartment,moderate,0,1,0.6210089346595017
dog,Yorkshire Terrier,11.938878242143796,overweight,house,moderate,0,0,0.5716435839162815
dog,Mixed Breed,10.340636530378488,obese,farm,moderate,0,0,0.637024803646596
dog,Yorkshire Terrier,13.168734203118188,normal,apartment,moderate,0,0,0.3989816017706358
dog,Poodle,11.09838021983452,normal,apartment,very active,0,0,0.3650811392081892
dog,German Shepherd,10.753138897941817,overweight,house,sedentary,0,0,0.6795915032591171
dog,German Shepherd,7.501583765399202,normal,house,very active,0,0,0.1612313895571099
dog,Labrador Retriever,10.696547980164796,overweight,house,very active,0,0,0.3497442724420586
dog,Poodle,12.229381211120932,overweight,apartment,moderate,0,0,0.5147668559365528
dog,Mixed Breed,15.85667031040376,normal,apartment,moderate,0,0,0.3612754384537762
dog,Bulldog,9.166677454915202,overweight,house,moderate,0,0,0.5550140472710544
dog,Mixed Breed,12.950857029041115,normal,apartment,light,0,0,0.3290333013725832
dog,Dachshund,10.146516808424357,normal,farm,light,0,0,0.5357945283235199
dog,German Shepherd,10.058354871521438,normal,apartment,moderate,0,0,0.4676283697535639
dog,Dachshund,8.237810017927183,obese,house,light,0,0,0.6248349167144565
dog,Yorkshire Terrier,9.201634811307894,overweight,apartment,moderate,0,0,0.2074602483773124
dog,Labrador Retriever,14.591686577148511,overweight,apartment,moderate,0,0,0.4273311405319259
dog,Golden Retriever,9.45886944307138,normal,house,moderate,0,0,0.2387544733362163
dog,Poodle,11.58617962161668,normal,apartment,moderate,0,0,0.2773728268478256
dog,Chihuahua,16.235123993311987,normal,house,moderate,0,0,0.3602631340855673
dog,Golden Retriever,11.345332411421165,normal,apartment,moderate,0,0,0.3933472848412303
dog,Beagle,15.7402555835639,overweight,apartment,moderate,0,0,0.5119209118090906
dog,Dachshund,11.065844804339577,overweight,unknown,unknown,0,0,0.4307351832392865
dog,Beagle,11.072604951071112,normal,apartment,light,0,0,0.4041378567593511
dog,Bulldog,9.169566813089896,normal,apartment,very active,0,0,0.4498929065631357
dog,Golden Retriever,5.7882482650354365,normal,house,moderate,0,0,0.0505891661040085
dog,Labrador Retriever,7.619209048153007,overweight,apartment,very active,0,0,0.3482245698863777
dog,German Shepherd,10.709181053542292,normal,house,moderate,0,0,0.3097478321017424
dog,Chihuahua,13.4774472508716,normal,apartment,light,0,0,0.5122277511633941
dog,German Shepherd,13.055482753873571,normal,apartment,light,0,0,0.617201018941295
dog,Bulldog,4.0196411805141805,overweight,house,moderate,0,0,0.4003269769893494
dog,Labrador Retriever,11.663542059229446,normal,apartment,light,0,0,0.5885682361016888
dog,Labrador Retriever,7.119576551199954,normal,house,very active,0,0,0.2566339897983488
dog,Beagle,11.292783198700937,normal,apartment,very active,0,0,0.2763298450526421
dog,Labrador Retriever,12.867779817770591,normal,house,moderate,0,0,0.354557216346282
dog,Chihuahua,12.851127647095607,normal,house,moderate,0,0,0.2179736217782812
dog,Beagle,15.97459744545171,normal,house,moderate,0,0,0.4459256976715201
dog,Chihuahua,14.240146604878552,overweight,house,moderate,0,0,0.5627867502778608
dog,Labrador Retriever,6.873259842529435,normal,outdoor,moderate,0,0,0.3892207015078152
dog,Bulldog,5.572254546039213,normal,house,light,0,0,0.1320086609160007
dog,German Shepherd,9.271303190180893,normal,apartment,sedentary,0,0,0.4519989978739095
dog,Chihuahua,10.057508794522509,normal,apartment,moderate,0,0,0.2369242203743827
dog,Chihuahua,15.321294710987315,normal,house,sedentary,0,0,0.7025114039186271
dog,Mixed Breed,9.481613916969472,overweight,house,moderate,0,0,0.4334545947215458
dog,Dachshund,8.63988842882039,normal,house,moderate,0,0,0.313223888582653
dog,Golden Retriever,8.707042290484829,normal,apartment,moderate,0,0,0.2302875373321568
dog,Beagle,10.86363070314139,normal,apartment,light,0,0,0.3997803518680249
dog,German Shepherd,6.594527050048287,unknown,apartment,moderate,0,0,0.2720863223392863
dog,Dachshund,8.515422390467693,normal,apartment,moderate,0,0,0.2250181607207483
dog,Golden Retriever,12.98523812486538,obese,house,moderate,0,0,0.5204089535885323
dog,Bulldog,6.011107330147794,normal,house,moderate,0,1,0.3341736616318368
dog,Poodle,9.39886258596518,normal,apartment,moderate,0,0,0.2732382085636634
dog,German Shepherd,8.541281892503733,underweight,house,moderate,0,0,0.2372416256023668
dog,Labrador Retriever,7.679070825444451,normal,house,very active,0,0,0.2990019826757745
dog,Labrador Retriever,7.776378126901129,normal,house,moderate,0,0,0.2292489248251798
dog,Chihuahua,10.82484727821992,normal,apartment,moderate,0,0,0.3394534139085351
dog,Chihuahua,12.26076280700734,normal,house,sedentary,0,0,0.4717650974668209
dog,German Shepherd,2.162089476141256,normal,house,moderate,0,0,0.2922741449468709
dog,German Shepherd,8.812610087476498,normal,house,unknown,0,0,0.3150961453737008
dog,Bulldog,15.301881414714703,overweight,house,moderate,0,0,0.4769708545789096
dog,Golden Retriever,9.019197493718146,normal,apartment,moderate,0,0,0.266432244406779
dog,Labrador Retriever,8.09956736221195,normal,house,moderate,0,0,0.2762246918050288
dog,Labrador Retriever,11.507736712372084,normal,house,moderate,0,0,0.2621119119476781
dog,Labrador Retriever,8.047612020335137,normal,apartment,moderate,0,0,0.2270502039580633
dog,Beagle,9.443536624319773,underweight,house,very active,0,0,0.3646338223364513
dog,Yorkshire Terrier,12.622435115382368,normal,house,very active,0,0,0.3013246705408449
dog,Mixed Breed,14.049276874725482,normal,house,moderate,0,0,0.4446729539743951
dog,Chihuahua,14.7076120503412,normal,apartment,moderate,0,0,0.4076665603164923
dog,German Shepherd,8.468927675223833,obese,house,very active,0,0,0.6397156961308705
dog,Mixed Breed,12.661756863332776,normal,house,sedentary,0,0,0.5090014702772714
dog,German Shepherd,9.452656856927709,unknown,outdoor,moderate,0,0,0.5433153801238392
dog,Dachshund,12.133806994747614,normal,house,very active,0,0,0.3621111282490088
dog,Chihuahua,11.515343312912869,normal,apartment,moderate,0,0,0.3639221896898567
dog,Chihuahua,14.08431347940532,overweight,house,moderate,0,0,0.6823328498336851
dog,Mixed Breed,13.954727732399904,normal,apartment,moderate,0,0,0.4175672020679097
dog,Mixed Breed,12.803822573642975,normal,house,moderate,0,0,0.3646617246458163
dog,Yorkshire Terrier,13.327185299871564,overweight,house,moderate,0,0,0.4574531305060869
dog,Beagle,13.18229271131374,normal,outdoor,moderate,0,0,0.4965680833463213
dog,German Shepherd,9.521262052908106,normal,apartment,moderate,0,0,0.2776559750383052
dog,Mixed Breed,6.390516041298135,obese,house,moderate,0,0,0.4065848929843729
dog,Golden Retriever,5.8406170124200205,normal,apartment,moderate,0,0,0.3007423736276025
dog,Dachshund,12.742708628727089,normal,apartment,moderate,0,0,0.48455232295264
dog,Labrador Retriever,7.465485168400343,normal,apartment,moderate,0,0,0.317144277236268
dog,Beagle,14.91145867800487,normal,house,light,0,0,0.4912486925054616
dog,Chihuahua,13.376589745935137,normal,apartment,moderate,0,0,0.5676633977295118
dog,Poodle,11.385836810101493,normal,house,moderate,0,0,0.3966475092398015
dog,Beagle,12.045042180111116,normal,apartment,moderate,0,0,0.3787112712696947
dog,Mixed Breed,8.537517185457462,underweight,apartment,moderate,0,0,0.3866447444729418
dog,German Shepherd,12.22553452998561,normal,house,very active,0,0,0.2412826038201648
dog,Mixed Breed,9.178368964199558,normal,house,moderate,0,0,0.4554460072158932
dog,Beagle,13.93531225169553,normal,house,moderate,0,0,0.4291829711957436
dog,Bulldog,7.591933929422733,normal,house,sedentary,0,0,0.5814246469870665
dog,Bulldog,8.996109658391704,normal,apartment,moderate,0,0,0.3149006809715973
dog,German Shepherd,6.253448937055469,overweight,apartment,moderate,0,0,0.4887093217227944
dog,Golden Retriever,7.48536608812759,normal,house,moderate,0,0,0.1129625461392681
dog,German Shepherd,6.898481431325891,normal,apartment,moderate,0,0,0.2979656262786174
dog,Yorkshire Terrier,14.590388712598587,normal,farm,light,0,0,0.3619251035000992
dog,Mixed Breed,11.557728062649735,normal,outdoor,moderate,0,0,0.5821537528431507
dog,Dachshund,14.854072160823725,underweight,house,moderate,0,0,0.4617090455975527
dog,Poodle,11.715653567038403,underweight,apartment,moderate,0,0,0.4400622044974347
dog,Labrador Retriever,12.240709900326516,overweight,house,very active,0,0,0.4965076495597191
dog,Chihuahua,12.3104650724167,obese,apartment,moderate,0,0,0.4704830551539998
dog,Dachshund,10.06568705122601,normal,apartment,moderate,0,0,0.4243589759129578
dog,German Shepherd,13.641618591404889,normal,outdoor,moderate,0,0,0.4842910941406197
dog,Chihuahua,12.706034868834315,unknown,apartment,moderate,0,0,0.3302599383914936
dog,Bulldog,6.101233346483879,normal,apartment,sedentary,0,0,0.3643299023815611
dog,Beagle,16.07892934413689,normal,apartment,moderate,0,0,0.4497556648761768
dog,Bulldog,9.80273199121524,normal,apartment,moderate,0,0,0.2698054131708214
dog,German Shepherd,12.805743908361206,normal,house,moderate,0,0,0.362253617264545
dog,Yorkshire Terrier,12.652374200532003,normal,apartment,very active,0,0,0.4494551362866423
dog,Chihuahua,15.236764134437582,overweight,apartment,moderate,0,0,0.5806748025122915
dog,Golden Retriever,12.85078353750652,normal,apartment,moderate,0,0,0.5569250616433934
dog,Golden Retriever,5.085177514632555,normal,house,moderate,0,0,0.1950746964897778
dog,German Shepherd,9.639119259626074,normal,apartment,moderate,0,0,0.3564508355648451
dog,Mixed Breed,9.824242143490094,obese,apartment,light,0,0,0.5165023341180209
dog,Bulldog,6.332878207621091,normal,apartment,moderate,0,0,0.2424908975397878
dog,Chihuahua,13.40432240548437,normal,house,moderate,0,1,0.3488030784133962
dog,German Shepherd,9.098364606140764,normal,apartment,moderate,0,0,0.3658912606711623
dog,German Shepherd,10.94161507098537,normal,apartment,moderate,0,1,0.3943415587829406
dog,Yorkshire Terrier,13.157586236040869,normal,apartment,very active,0,0,0.2492488933875014
dog,Bulldog,6.770655378023182,normal,house,moderate,0,0,0.1965703844693038
dog,Mixed Breed,11.807963706145514,normal,house,moderate,0,0,0.4388646229111952
dog,Bulldog,9.639928662399104,normal,house,sedentary,0,0,0.5480198851818157
dog,Chihuahua,16.563466411359904,normal,farm,very active,0,0,0.3632068538291461
dog,Mixed Breed,8.54785390893927,normal,house,moderate,0,0,0.2736062470901241
dog,Golden Retriever,8.823191479490372,overweight,apartment,moderate,0,0,0.3984681628286202
dog,Mixed Breed,12.59292267675376,normal,house,moderate,0,0,0.2448019210947248
dog,Labrador Retriever,8.65588560555046,normal,house,moderate,0,0,0.3255500184990282
dog,Labrador Retriever,13.6302942479564,normal,outdoor,very active,0,0,0.5237378261563888
dog,Golden Retriever,7.05759471807508,normal,outdoor,moderate,0,0,0.5367954069968468
dog,Mixed Breed,11.39707984932223,obese,apartment,moderate,0,0,0.528001323340789
dog,Mixed Breed,8.556656101953198,overweight,apartment,moderate,0,0,0.4880372660928017
dog,Chihuahua,15.535323198626108,normal,apartment,sedentary,0,0,0.5304644817158719
dog,Labrador Retriever,14.16845585734654,normal,house,moderate,0,0,0.3504514232158939
