owner_experience,vet_access,owner_commitment,care_capability_score
experienced,regular,casual,55.51617447555792
expert,regular,obsessive,90.6510191796936
expert,regular,unknown,100.0
experienced,regular,casual,70.72998524483661
novice,regular,obsessive,51.66403150866295
expert,unknown,obsessive,82.93888283420432
experienced,regular,obsessive,62.35046559638685
novice,regular,obsessive,49.69914476416345
experienced,regular,obsessive,82.84808936674166
novice,regular,obsessive,75.59870437487604
novice,limited,casual,38.00539048057984
experienced,regular,obsessive,70.78720760930125
expert,regular,obsessive,68.43944840039055
novice,regular,obsessive,76.67908012018161
expert,regular,obsessive,78.18518618520861
novice,regular,casual,62.541236950717774
expert,regular,obsessive,99.51449043548747
experienced,regular,obsessive,65.62401709578486
expert,regular,obsessive,81.72780997416149
expert,regular,obsessive,71.74967064214205
novice,regular,casual,49.17769042028687
expert,regular,casual,81.2502242873312
experienced,regular,obsessive,59.03905093851821
novice,regular,obsessive,71.57360743386126
experienced,regular,obsessive,65.53747474573505
expert,regular,obsessive,86.69868888543708
novice,regular,obsessive,67.28852447764845
experienced,limited,obsessive,67.14526163559526
experienced,regular,obsessive,65.55714092595765
unknown,regular,obsessive,75.36945907752668
experienced,regular,obsessive,75.02607160876082
experienced,regular,obsessive,66.44391338048057
expert,regular,obsessive,89.51935834083395
unknown,regular,obsessive,61.83275715849431
expert,limited,obsessive,94.9207654178218
expert,regular,obsessive,67.19657609493103
novice,regular,obsessive,59.02874766638738
novice,regular,obsessive,65.58082897603616
experienced,limited,obsessive,47.92940018636414
novice,regular,obsessive,57.01491099907182
expert,regular,obsessive,100.0
novice,regular,obsessive,67.75436946743852
novice,regular,obsessive,63.09717920500493
expert,regular,casual,66.87249044771892
experienced,regular,casual,48.55767279211656
unknown,regular,obsessive,86.05999486486724
novice,regular,obsessive,72.8018253556061
experienced,regular,obsessive,72.37151349188562
novice,regular,obsessive,76.79631987267979
novice,regular,obsessive,52.413398517505485
experienced,regular,obsessive,86.33345323727214
novice,regular,casual,44.75352444828604
novice,regular,obsessive,55.97826702855012
expert,unknown,obsessive,68.05658643380914
novice,regular,obsessive,50.79137588383972
expert,regular,obsessive,69.54220721317708
experienced,regular,casual,74.85431323948859
experienced,regular,obsessive,77.80061285405012
expert,regular,obsessive,94.24596798867388
experienced,regular,obsessive,55.58783569035202
novice,regular,obsessive,51.0874487624275
novice,regular,obsessive,70.54125340909698
experienced,regular,obsessive,84.74809444594489
novice,regular,obsessive,63.236916956205874
experienced,regular,obsessive,83.62835830049191
expert,regular,obsessive,87.88599694441183
novice,regular,obsessive,57.85737793031576
unknown,regular,obsessive,59.9215525181172
expert,regular,casual,48.5082098107565
experienced,regular,obsessive,83.47825045677394
experienced,regular,casual,63.320962328663256
novice,regular,obsessive,43.02323342305399
novice,regular,obsessive,42.29937548198247
novice,regular,obsessive,60.78653858712069
experienced,regular,obsessive,74.18430020068993
novice,regular,obsessive,59.66205533182752
novice,regular,obsessive,62.49974745462501
novice,regular,obsessive,75.09727115183419
experienced,regular,obsessive,63.46993776451333
experienced,regular,obsessive,79.67648909649701
expert,limited,casual,59.22753623563523
expert,regular,obsessive,96.49181012861442
expert,regular,obsessive,83.1346832539717
novice,regular,obsessive,61.67601891594346
novice,regular,obsessive,69.2334179936174
expert,regular,obsessive,89.69877327201769
experienced,regular,obsessive,69.37965863582468
experienced,regular,obsessive,64.02996528518699
experienced,regular,obsessive,73.5105620020659
experienced,regular,obsessive,69.51689603483226
expert,unknown,obsessive,82.51143826668041
novice,regular,obsessive,56.40444012855152
novice,regular,casual,55.983345654036434
expert,limited,obsessive,87.1873757409059
expert,regular,obsessive,99.91816912773088
experienced,regular,obsessive,79.30511067175333
experienced,regular,obsessive,48.09356350852645
experienced,regular,obsessive,83.40859354535492
expert,regular,obsessive,93.34485581264688
experienced,limited,obsessive,54.1062803293554
experienced,regular,obsessive,96.70571459821568
expert,regular,obsessive,80.68829432926631
expert,regular,obsessive,88.72119571874346
novice,regular,obsessive,58.90573282582655
experienced,regular,casual,72.41419613371258
experienced,regular,obsessive,85.72738002382084
experienced,regular,casual,63.27224447601921
expert,regular,obsessive,89.14370325617053
novice,regular,obsessive,62.78718337399324
expert,regular,obsessive,84.23948381224963
experienced,regular,casual,61.03675404315796
expert,regular,obsessive,97.28976038181288
expert,regular,obsessive,60.716942857126405
experienced,regular,obsessive,85.71978274840664
novice,regular,obsessive,53.55836268552535
expert,regular,obsessive,99.25402832917004
novice,regular,casual,50.65838071475064
novice,regular,obsessive,82.3997121879903
experienced,regular,obsessive,63.22643559160181
experienced,limited,casual,37.95294112887609
novice,regular,obsessive,62.86360251295186
experienced,regular,obsessive,76.49896673919157
novice,regular,obsessive,59.53068918590544
expert,regular,obsessive,92.63710592923476
novice,regular,casual,58.18551969026551
novice,regular,obsessive,63.72139175714652
expert,regular,casual,68.89602320757852
novice,regular,obsessive,73.57679616517858
expert,regular,obsessive,67.58735321517094
expert,regular,casual,70.04919831664192
novice,regular,obsessive,66.7919274219744
novice,regular,obsessive,69.90407502314969
experienced,regular,obsessive,82.1364520336202
expert,regular,obsessive,80.05712313003622
experienced,regular,obsessive,60.506623989666814
experienced,unknown,obsessive,63.23641200513702
experienced,regular,obsessive,87.43331639430684
novice,regular,obsessive,68.08988372096186
experienced,regular,obsessive,76.26217695238773
expert,regular,casual,85.19115390475834
novice,regular,obsessive,49.91093298357884
expert,regular,obsessive,71.44657689816327
experienced,limited,casual,56.22215243612511
novice,regular,obsessive,69.94576280782512
experienced,regular,obsessive,72.70429199982335
experienced,regular,obsessive,72.7359615909852
novice,regular,obsessive,71.05000691567662
novice,regular,obsessive,47.71724699736637
experienced,limited,casual,41.28837818366728
experienced,regular,obsessive,80.37973799929422
expert,regular,casual,69.80420984300675
expert,regular,obsessive,95.372310209188
novice,regular,obsessive,62.56606581540852
experienced,regular,obsessive,70.63989309686444
expert,regular,obsessive,76.97187466733085
expert,regular,obsessive,91.6526790813798
novice,regular,obsessive,88.08100713369676
experienced,regular,obsessive,74.04332393936683
expert,regular,obsessive,83.37531179679955
novice,regular,obsessive,57.36478863196467
experienced,regular,obsessive,65.6307688748097
expert,limited,casual,61.982170827996086
experienced,regular,obsessive,69.02152381545115
novice,regular,obsessive,63.70195714635197
experienced,regular,casual,64.45539779893672
expert,regular,obsessive,82.5335058031557
experienced,regular,obsessive,68.5651373192364
experienced,regular,casual,48.61829731815347
novice,limited,casual,23.13036613768622
novice,regular,obsessive,53.14129862919461
novice,regular,obsessive,44.08529440984887
novice,regular,obsessive,65.32170151879454
novice,limited,obsessive,53.60345905249774
expert,regular,obsessive,64.94013358057208
novice,regular,obsessive,74.30861135985235
experienced,regular,obsessive,73.95725943999172
expert,regular,obsessive,68.98568188094647
experienced,regular,obsessive,89.73481770755916
experienced,regular,obsessive,79.03935089129334
expert,regular,obsessive,92.03067658568258
experienced,regular,obsessive,73.58003136561443
novice,regular,obsessive,74.89504689133366
experienced,limited,obsessive,65.91468089033675
experienced,regular,obsessive,63.76614491700161
experienced,regular,obsessive,71.58372246811409
experienced,regular,obsessive,68.22767131834367
experienced,regular,obsessive,84.24812376946899
novice,regular,casual,47.01449673170403
novice,regular,obsessive,56.40247501199258
novice,regular,obsessive,65.59679878152315
expert,regular,obsessive,69.39570182098828
experienced,regular,obsessive,65.03751323337075
experienced,regular,obsessive,70.96226974855352
experienced,regular,obsessive,91.19639234845536
experienced,regular,casual,54.62038473975212
experienced,regular,casual,72.70700477773714
expert,regular,unknown,83.47522962401278
expert,regular,obsessive,98.7284580550868
expert,regular,obsessive,79.41423392172321
experienced,regular,obsessive,70.50988241990962
experienced,regular,obsessive,66.37642558420116
experienced,regular,casual,45.48095358712843
novice,regular,obsessive,69.76228144418738
novice,regular,obsessive,75.42350265852218
novice,regular,obsessive,64.25216659888622
novice,regular,obsessive,78.41965762475158
experienced,regular,casual,71.8660798496842
experienced,regular,obsessive,85.07836384194522
novice,unknown,obsessive,64.29461809142086
expert,regular,obsessive,76.20358285761166
experienced,regular,obsessive,67.40676157623237
expert,limited,obsessive,64.78554232810184
expert,regular,obsessive,63.40627539362119
experienced,regular,obsessive,84.964464423149
novice,regular,casual,46.62676928020073
experienced,regular,obsessive,79.72614109768723
novice,regular,obsessive,68.33604997578973
novice,regular,casual,47.380258467287305
expert,regular,obsessive,100.0
novice,regular,obsessive,51.409696381585775
expert,regular,obsessive,83.0336628489136
novice,regular,casual,37.22496086399194
experienced,regular,obsessive,85.32975971277814
experienced,regular,obsessive,60.27659231948571
experienced,regular,unknown,71.74872242868341
novice,regular,obsessive,53.51487859909679
experienced,regular,obsessive,79.84504826532117
novice,regular,obsessive,53.48683066226597
novice,regular,obsessive,53.04727096121065
novice,regular,obsessive,57.9728071215412
experienced,regular,obsessive,67.0926047812767
novice,regular,casual,50.92012268396953
experienced,regular,obsessive,83.04410444340473
novice,unknown,obsessive,46.20989590323536
experienced,regular,obsessive,80.85456287289966
experienced,regular,obsessive,79.82465723617418
experienced,regular,obsessive,83.14874839398476
novice,regular,obsessive,55.49854952401277
experienced,regular,obsessive,69.54928169690147
novice,regular,obsessive,65.6063251068702
novice,regular,obsessive,64.43277154861381
novice,regular,obsessive,74.20861351532926
novice,limited,casual,41.6126768510634
experienced,regular,obsessive,67.57997684063932
expert,regular,obsessive,100.0
novice,limited,obsessive,40.23495125870615
novice,regular,casual,53.47601317934045
expert,regular,obsessive,78.76726487562837
experienced,regular,obsessive,67.03979655289253
experienced,regular,casual,59.17178765338556
expert,regular,obsessive,79.4361510182202
novice,regular,obsessive,67.65978653541575
experienced,regular,obsessive,87.80398914137409
expert,regular,obsessive,87.8110551082962
expert,regular,casual,78.48238867706158
experienced,limited,obsessive,52.3106978199068
expert,regular,casual,75.25534558156563
novice,regular,obsessive,51.78221907112052
experienced,limited,obsessive,50.09002670777679
experienced,regular,obsessive,65.21384305225234
expert,regular,obsessive,88.37283240242337
expert,regular,obsessive,72.91841692117292
expert,regular,obsessive,84.25729799834727
experienced,regular,obsessive,67.25381887005913
experienced,regular,obsessive,98.42731393844042
experienced,regular,obsessive,84.23838264281751
novice,limited,obsessive,49.61026227001757
experienced,regular,obsessive,78.0151949124538
experienced,regular,obsessive,82.72670791567211
expert,regular,obsessive,100.0
experienced,limited,obsessive,68.04395836948817
novice,regular,obsessive,64.89977620887983
experienced,regular,obsessive,78.02896406474879
experienced,regular,obsessive,71.13520265251466
experienced,regular,obsessive,72.0740392718832
expert,regular,obsessive,76.25534905901988
experienced,regular,obsessive,92.7543606523569
novice,regular,obsessive,71.80876807307479
experienced,regular,obsessive,67.78901372854186
expert,regular,obsessive,86.15241174587878
expert,regular,casual,68.03481499618205
novice,regular,casual,38.91208137659932
experienced,regular,obsessive,67.44644916804727
experienced,regular,obsessive,77.13430464179001
novice,regular,obsessive,72.60610291764
expert,regular,obsessive,70.96241508602215
experienced,regular,obsessive,68.53077127370862
experienced,regular,obsessive,51.33226202955083
novice,regular,casual,68.87970077179125
experienced,regular,obsessive,77.76285893071756
expert,regular,obsessive,79.51435903083565
novice,regular,obsessive,74.00671843924295
experienced,limited,obsessive,62.17781268694048
experienced,regular,obsessive,79.89219986553296
expert,regular,obsessive,64.072629566529
expert,regular,obsessive,98.42059973196147
experienced,regular,obsessive,87.97540742189074
expert,regular,obsessive,67.17470725501396
novice,regular,obsessive,52.36048840305714
expert,regular,casual,81.09000429540077
novice,regular,obsessive,52.4361680977128
expert,regular,obsessive,69.69415604962711
novice,regular,obsessive,70.16886334776633
experienced,regular,obsessive,73.43364942883932
expert,regular,obsessive,76.91049739703746
experienced,limited,casual,43.99844184662443
novice,regular,obsessive,62.92726307506078
expert,regular,obsessive,92.58874025934514
expert,regular,obsessive,79.26938913164503
expert,limited,obsessive,80.16230711997561
experienced,regular,casual,48.326338862319936
experienced,regular,obsessive,75.3204872466298
expert,limited,obsessive,65.94260835389719
expert,regular,obsessive,75.5655709523781
experienced,regular,obsessive,77.88434021785554
novice,regular,unknown,40.84226914376572
expert,regular,obsessive,80.55751296169916
experienced,regular,obsessive,70.1327648866285
experienced,regular,obsessive,68.70865785672817
novice,regular,obsessive,73.52310175146869
experienced,regular,obsessive,92.0731613359269
novice,regular,obsessive,59.57713119409306
expert,regular,casual,53.94196731835288
novice,regular,obsessive,40.89402450917999
experienced,regular,obsessive,82.71672723563046
experienced,regular,obsessive,74.77355409416046
experienced,regular,obsessive,68.7880237719368
experienced,regular,obsessive,64.81069537006046
novice,regular,obsessive,64.17220904584255
experienced,regular,obsessive,71.66986706837447
expert,regular,obsessive,81.6113818718018
novice,regular,obsessive,61.113395579826566
expert,regular,obsessive,82.49773571580249
novice,regular,obsessive,61.88830256699838
experienced,regular,obsessive,84.09372338910927
novice,regular,obsessive,55.23440083106443
novice,regular,obsessive,67.79052593312989
novice,regular,obsessive,65.34223437683028
experienced,regular,obsessive,65.72101562487967
experienced,limited,obsessive,62.97988306474166
experienced,regular,obsessive,53.38690003281285
expert,regular,obsessive,88.38216141128285
expert,unknown,obsessive,100.0
experienced,regular,obsessive,98.87699660272423
novice,regular,obsessive,66.97709535306521
expert,regular,obsessive,67.91557047969678
expert,limited,obsessive,89.81944998403829
novice,limited,obsessive,56.01539662727258
expert,regular,obsessive,75.76347227896437
novice,regular,obsessive,57.19444308191566
experienced,regular,obsessive,66.02388573570853
expert,regular,obsessive,100.0
experienced,regular,obsessive,84.22119713386313
expert,regular,obsessive,88.64040520801923
novice,regular,obsessive,52.86817678179807
experienced,regular,obsessive,85.21020575068766
novice,regular,casual,54.93965665807658
novice,regular,obsessive,68.6468975104858
expert,regular,obsessive,80.31971091046442
expert,regular,casual,67.90588542238824
experienced,regular,casual,63.69265840840596
novice,regular,obsessive,76.8249484063245
novice,regular,obsessive,66.3234175543203
novice,regular,obsessive,58.77781808633973
experienced,regular,obsessive,83.00317747506641
expert,regular,casual,96.51480531619804
experienced,regular,unknown,77.01335730303667
novice,regular,casual,47.27637563838793
expert,regular,obsessive,71.69378411181631
novice,regular,obsessive,66.82395024093572
expert,regular,obsessive,85.45094608733972
novice,regular,obsessive,77.26707014183565
experienced,regular,obsessive,77.32259264023368
experienced,regular,obsessive,76.74667071579945
experienced,regular,obsessive,100.0
expert,regular,obsessive,72.39357580893528
unknown,regular,obsessive,68.6746521297108
expert,limited,obsessive,50.76628398962016
experienced,regular,obsessive,82.00963831025605
experienced,regular,obsessive,88.71629868629235
experienced,regular,obsessive,77.4206378122354
experienced,regular,obsessive,83.0529636304754
experienced,regular,obsessive,79.78006975428269
experienced,regular,casual,50.50839805146661
experienced,regular,obsessive,78.72418783199151
novice,regular,obsessive,66.16198897627795
expert,regular,obsessive,95.43339120168396
experienced,limited,obsessive,74.56737625685587
novice,regular,obsessive,55.47597660447632
novice,regular,obsessive,48.43435311122604
experienced,regular,obsessive,64.95507153603965
expert,regular,obsessive,94.43477037736872
expert,regular,obsessive,70.42454579676463
experienced,regular,obsessive,58.66473210143118
experienced,regular,obsessive,68.01705191023362
experienced,regular,obsessive,67.75159805856613
experienced,limited,obsessive,71.6986237585899
experienced,regular,obsessive,62.027146409330754
experienced,regular,obsessive,68.85492901332783
experienced,regular,obsessive,63.53315297949428
novice,regular,obsessive,64.39224234892149
experienced,regular,obsessive,84.13556926817799
expert,regular,obsessive,78.41612085455006
experienced,regular,casual,53.386443039221774
experienced,regular,obsessive,75.35456659148849
experienced,regular,obsessive,63.055397771603154
experienced,regular,obsessive,74.85502050125268
experienced,regular,obsessive,68.3246314961292
experienced,regular,obsessive,58.048955645652015
experienced,regular,casual,59.883775650561965
novice,limited,obsessive,43.46670576701893
experienced,regular,obsessive,84.8539482207019
experienced,limited,obsessive,62.33782560204765
expert,regular,obsessive,100.0
experienced,regular,obsessive,73.73666007261752
novice,regular,casual,47.65534559957685
experienced,regular,casual,67.5327086280309
expert,regular,casual,66.26310951683027
expert,regular,obsessive,67.5366413636986
experienced,regular,obsessive,69.91789465511746
experienced,regular,obsessive,77.63792238924867
novice,regular,obsessive,79.3793650541344
novice,regular,obsessive,68.46260578706911
experienced,regular,obsessive,60.33292994666825
experienced,regular,casual,78.14528913576328
novice,regular,obsessive,71.57483896068406
experienced,regular,obsessive,69.99906023342298
expert,regular,obsessive,88.54799248886358
experienced,regular,casual,51.78857276824107
experienced,regular,obsessive,55.02625441938794
expert,regular,obsessive,76.57759967654498
novice,regular,obsessive,68.79167452225178
expert,regular,obsessive,79.14028896659435
experienced,regular,obsessive,75.06296234286216
novice,regular,obsessive,61.29044696005616
expert,regular,obsessive,73.52937008686484
expert,regular,obsessive,78.40624499881476
novice,regular,obsessive,66.01960508296736
experienced,regular,obsessive,65.33404574600002
expert,regular,obsessive,85.50303797171715
experienced,regular,obsessive,89.17577817153487
expert,regular,casual,55.76489611698525
novice,regular,casual,35.33598241754348
experienced,regular,obsessive,68.89493915743222
novice,limited,obsessive,53.23095343483432
experienced,regular,obsessive,95.06529019064196
novice,regular,casual,25.5953195602837
experienced,regular,casual,51.84798885010996
expert,regular,obsessive,74.43338365479592
experienced,regular,obsessive,69.62515843588366
experienced,regular,obsessive,77.15200433160008
experienced,regular,casual,62.40462109426505
expert,regular,obsessive,83.14299531689679
experienced,regular,casual,60.0500318583889
experienced,regular,obsessive,81.0373092102338
expert,regular,obsessive,71.11533797468762
novice,regular,obsessive,57.164300965687744
novice,regular,obsessive,72.9498696212639
experienced,regular,obsessive,70.25577016886307
novice,regular,obsessive,60.192716907694034
novice,regular,obsessive,95.23982527713429
experienced,regular,casual,64.2992753063459
novice,regular,obsessive,79.76202908876085
unknown,limited,obsessive,71.18548211563632
experienced,regular,obsessive,74.02284173044657
experienced,limited,obsessive,55.52853566838616
novice,regular,obsessive,45.81384342349639
expert,regular,obsessive,79.81758587067637
experienced,regular,obsessive,76.51534665056738
novice,regular,obsessive,72.16420648644512
novice,regular,obsessive,68.5607304582384
novice,regular,casual,56.62083200760142
experienced,regular,obsessive,56.49758837277429
novice,limited,obsessive,43.19777312780568
expert,regular,obsessive,75.51491063580205
expert,regular,obsessive,100.0
expert,regular,obsessive,76.78671319242525
novice,regular,obsessive,49.68903742730446
expert,regular,obsessive,81.03672874021169
novice,regular,obsessive,58.10814254720172
experienced,regular,casual,71.17576017752968
experienced,limited,obsessive,62.76520026007002
novice,regular,obsessive,63.28674960670603
novice,regular,obsessive,67.53449333696574
experienced,regular,obsessive,77.53326937729078
experienced,regular,obsessive,59.043736753316416
experienced,regular,casual,52.57973571126558
novice,regular,obsessive,55.03685897172393
expert,regular,casual,59.414301378688656
expert,regular,obsessive,78.69049939786886
experienced,limited,obsessive,61.35497355787451
experienced,regular,obsessive,65.76407002529193
experienced,regular,obsessive,66.29210273823101
experienced,regular,obsessive,63.01193902996498
novice,regular,obsessive,65.3432516845733
experienced,regular,obsessive,64.1986798809418
expert,regular,obsessive,69.17207623839495
expert,regular,obsessive,75.48736295629325
experienced,regular,obsessive,79.07786140784857
expert,regular,obsessive,91.12685145106552
experienced,regular,obsessive,72.54339592456367
novice,regular,obsessive,49.33410493193378
expert,regular,obsessive,89.98695851229846
experienced,regular,obsessive,66.56052786374258
novice,regular,obsessive,52.87437584458581
experienced,regular,obsessive,80.0462423554446
novice,regular,casual,61.72904464242252
novice,regular,obsessive,68.81200990195333
expert,regular,obsessive,62.55946051134122
experienced,regular,obsessive,92.34523414550968
novice,regular,casual,52.33398317464808
novice,regular,obsessive,70.67574955599467
expert,regular,obsessive,100.0
expert,limited,obsessive,79.2112416341197
experienced,regular,obsessive,86.2755163843315
expert,regular,obsessive,100.0
experienced,regular,casual,68.76416315345716
experienced,regular,casual,62.72605234298081
expert,regular,casual,76.04534589623957
experienced,regular,obsessive,75.3769503966339
novice,regular,obsessive,66.07559536686317
novice,limited,obsessive,41.98042730811251
experienced,regular,obsessive,82.57130348383542
experienced,regular,obsessive,67.88046105791855
expert,regular,casual,70.49085761817274
experienced,limited,obsessive,75.59808605557465
experienced,regular,obsessive,63.65409422610219
novice,regular,obsessive,67.34361936185762
novice,regular,obsessive,64.16300358904809
