pet_species,breed,age_years,weight_status,living_situation,exercise_level,conditions_count,allergies_count,health_risk_score
Cat,Sphynx,16.353529068580976,Overweight,Outdoor,Light,1,3,0.926547273391639
Rabbit,Dutch,17.881173671200973,Overweight,House,Light,4,2,0.8425417471409304
Bird,Mixed Species,8.296971491868486,Overweight,Outdoor,Moderate,3,1,0.5533430440484403
Rabbit,French Lop,6.398128466593282,Normal,Apartment,Active,0,2,0.4205234111282955
Dog,French Bulldog,6.7525945303950925,Overweight,Outdoor,Active,2,0,0.40924875785667253
Dog,Labrador Retriever,18.446910600335627,Overweight,House,Sedentary,3,3,0.6866827239852121
Hamster,Roborovski,5.5464602123451785,Overweight,Apartment,Moderate,2,2,0.5273329941442308
Guinea Pig,Silkie,7.265422187109262,Normal,House,Moderate,0,1,0.16478991617711938
Hamster,Mixed Breed,7.744065231811612,Normal,Outdoor,Active,1,1,0.10293944429156725
Guinea Pig,American,15.550643722746123,Obese,Outdoor,Moderate,3,4,0.8685611499593315
Hamster,Roborovski,8.87999219608587,Normal,Farm,Moderate,0,2,0.3703190056278775
Cat,Bengal,1.5322606618902848,Normal,Farm,Moderate,1,0,0.027525158685052564
Guinea Pig,Skinny Pig,7.937509618032805,Normal,House,Light,0,0,0.3297490041600411
Dog,Labrador Retriever,5.423070170402163,Normal,Outdoor,Moderate,0,0,0.1334685327392405
Hamster,Chinese,18.17829938997958,Obese,Apartment,Sedentary,1,3,0.8479579854453551
Bird,Macaw,5.2812757123300615,Overweight,Apartment,Light,2,1,0.3418322409144685
Hamster,Dwarf Campbell,9.9270769768864,Overweight,House,Active,0,2,0.5422435669189686
Rabbit,Angora,4.912270856932585,Normal,Farm,Moderate,1,1,0.18329562908597788
Cat,Sphynx,2.838181151542625,Normal,Outdoor,Active,1,1,0.14853332076900497
Guinea Pig,Mixed Breed,5.238158715033774,Normal,Farm,Light,1,0,0.4063770119618041
Hamster,Dwarf Winter White,1.4547775170394752,Normal,Farm,Active,1,0,0.05982644259349403
Cat,Siamese,5.963945452114486,Normal,House,Moderate,0,0,0.20341103519608283
Cat,Maine Coon,4.652269256336281,Normal,Apartment,Moderate,1,1,0.011393845217025833
Cat,Bengal,17.606332531377312,Overweight,House,Sedentary,2,1,0.7663255353497338
Hamster,Dwarf Campbell,6.05586451302828,Normal,Apartment,Moderate,0,0,0.23386675690703676
Dog,Dalmatian,9.736849392067555,Normal,Farm,Moderate,3,2,0.5117363215942552
Hamster,Chinese,6.592319082109121,Normal,House,Active,1,1,0.1857961263686938
Guinea Pig,Peruvian,10.145385476552814,Overweight,Farm,Sedentary,4,1,0.7345653864906021
Dog,Siberian Husky,11.905158352942486,Normal,Farm,Light,1,1,0.30054973253047396
Guinea Pig,Silkie,13.714856182787774,Obese,Apartment,Light,3,2,0.6679476824238403
Bird,Conure,4.507994204010421,Normal,Outdoor,Active,1,1,0.1460495361093599
Rabbit,French Lop,5.575632373347403,Overweight,Outdoor,Active,3,0,0.44732779390049926
Bird,Canary,5.748214402069689,Normal,Apartment,Active,1,0,0.02540321844285759
Rabbit,Dutch,4.307976425558926,Normal,Outdoor,Active,1,1,0.2535863554258754
Guinea Pig,Mixed Breed,10.368830566182407,Overweight,Farm,Moderate,1,1,0.9325459926261498
Bird,Mixed Species,6.090086308225484,Normal,Outdoor,Light,3,1,0.5172293586928081
Dog,Terrier Mix,15.47101980813662,Overweight,Outdoor,Moderate,5,4,0.7099526245108645
Bird,Mixed Species,16.906669175209533,Obese,Outdoor,Sedentary,2,2,0.671494478550633
Dog,Rottweiler,3.484470390729267,Normal,House,Active,0,1,0.1959648273171624
Bird,Macaw,19.315122129254767,Overweight,House,Moderate,5,2,0.6097551897879612
Guinea Pig,Skinny Pig,19.533914495671333,Overweight,Outdoor,Moderate,5,1,0.6985426246440752
Bird,Mynah,3.6578751963142944,Normal,Farm,Active,1,1,0.11511641127557344
Bird,Canary,4.101355652910447,Normal,Apartment,Active,1,1,0.028557617171761994
Dog,Rottweiler,4.83656249305349,Normal,Outdoor,Moderate,1,0,0.17245747698708164
Bird,Mynah,18.86555739597967,Obese,House,Moderate,1,3,0.942604254160724
Hamster,Chinese,19.642871579654404,Obese,Apartment,Light,2,1,0.6311938187529907
Bird,Cockatiel,10.358963386202866,Overweight,House,Active,3,2,0.35214330028343427
Guinea Pig,Silkie,15.149567451572512,Overweight,House,Sedentary,2,4,0.8638431343432884
Guinea Pig,Silkie,4.251397528288589,Normal,House,Moderate,1,1,0.23097963512425645
Cat,Bengal,12.317195731005196,Obese,Farm,Light,2,3,0.7791036622510548
Bird,Macaw,7.408288826463094,Normal,Outdoor,Active,0,1,0.07779632777797303
Guinea Pig,Skinny Pig,7.429436444119021,Overweight,House,Light,0,2,0.5873279664861271
Bird,Canary,7.448359105963338,Normal,Apartment,Active,1,0,0.2864064768078896
Guinea Pig,Texel,13.926539906199626,Obese,House,Sedentary,1,4,0.6183907920972253
Hamster,Syrian,2.6968232833812653,Normal,Apartment,Active,1,0,0.0013041810718410374
Guinea Pig,Skinny Pig,5.197863193282875,Normal,Apartment,Active,2,1,0.37736030260748343
Cat,Cornish Rex,15.5578152286005,Overweight,House,Sedentary,1,2,0.7273018729097885
Guinea Pig,Skinny Pig,5.5586250386465865,Overweight,Apartment,Active,1,1,0.31194362357332955
Dog,Dachshund,9.849998250733417,Normal,Outdoor,Active,3,0,0.40984726780024383
Dog,Siberian Husky,6.971898206453455,Overweight,Apartment,Light,1,1,0.5171847752370646
Dog,Labrador Retriever,9.596824753856072,Normal,House,Moderate,1,2,0.5044779832650019
Guinea Pig,Abyssinian,5.617920156298298,Overweight,Outdoor,Light,2,1,0.346252691681535
Bird,Parakeet,2.8011887070394987,Normal,Outdoor,Moderate,1,0,0.26943411829533354
Bird,Parrot,7.737469440229613,Normal,Outdoor,Light,3,2,0.5883661477028524
Bird,Parrot,19.92560561474639,Overweight,House,Light,3,4,0.8272734146239766
Bird,Finch,13.07910553329296,Obese,Farm,Sedentary,1,3,0.9667076812472153
Hamster,Roborovski,18.828243688035187,Obese,Farm,Sedentary,4,2,0.9409678146353194
Dog,Pit Bull,8.726188604610488,Overweight,Apartment,Light,1,2,0.5711063317279408
Guinea Pig,Peruvian,11.859948847718382,Normal,House,Moderate,0,2,0.30502962148705626
Cat,Bengal,5.947579018854739,Normal,Outdoor,Light,0,2,0.5595800340821102
Bird,Finch,6.1131313868589245,Normal,Outdoor,Active,1,0,0.19786904766584754
Guinea Pig,Baldwin,3.330980477825909,Normal,Apartment,Moderate,1,1,0.10379705757703907
Bird,Parakeet,10.290318530433343,Overweight,House,Moderate,3,2,0.39441383669360386
Dog,Beagle,9.93496786419082,Normal,House,Active,0,0,0.3729884421948425
Rabbit,Holland Lop,6.90654434717991,Normal,House,Moderate,0,0,0.2519039104678264
Rabbit,Mini Lop,16.26153051801434,Obese,Apartment,Light,1,4,0.8267838752657886
Hamster,Syrian,19.715278309548296,Obese,Farm,Light,3,1,0.9269228657649567
Dog,Pit Bull,10.111334359684342,Overweight,House,Active,2,2,0.38139378414289204
Bird,Parakeet,8.969518241112235,Overweight,Apartment,Active,1,0,0.42269391971493586
Guinea Pig,American,2.9144266867519777,Normal,House,Moderate,0,1,0.26077613949902945
Hamster,Chinese,12.882811080492381,Overweight,House,Sedentary,5,4,0.9511960626758464
Bird,Canary,16.759791299503078,Obese,Farm,Moderate,4,1,0.9505826369874414
Rabbit,Mixed Breed,7.041325267791781,Normal,House,Moderate,1,1,0.061506912762808126
Hamster,Dwarf Campbell,17.91964881470909,Obese,House,Moderate,4,4,0.6935141176576654
Hamster,Syrian,16.056094011030613,Obese,Outdoor,Sedentary,4,1,0.6140999047111485
Bird,Finch,18.682702697179487,Overweight,Farm,Moderate,2,2,0.7646476943731113
Bird,Cockatiel,9.499121515653018,Overweight,Outdoor,Active,1,1,0.35029834925485176
Hamster,Roborovski,8.225061677364124,Normal,Apartment,Active,1,2,0.44904638827275234
Dog,Boxer,7.049634263307919,Normal,Apartment,Moderate,0,1,0.046535151217975114
Bird,Conure,7.580334679399997,Normal,Farm,Active,1,1,0.19774011596742
Bird,Cockatiel,5.657478828629266,Overweight,Farm,Light,3,2,0.4795472439341586
Dog,Chihuahua,7.866952422453302,Normal,Apartment,Active,2,2,0.5016313438187148
Rabbit,Holland Lop,5.334294401125665,Normal,Outdoor,Moderate,1,0,0.13816398701699573
Cat,Russian Blue,6.492908952853617,Normal,Farm,Moderate,0,1,0.004113082296263404
Rabbit,Holland Lop,7.388714956210662,Normal,House,Moderate,0,1,0.2516619751882837
Cat,Birman,12.416918312771998,Overweight,Farm,Light,3,4,0.967459614838283
Dog,Siberian Husky,6.766165374186582,Overweight,Outdoor,Active,3,2,0.4878485712509556
Cat,Abyssinian,8.061179747873215,Normal,Apartment,Active,1,0,0.4898645934656335
Dog,Doberman,10.54203347757414,Normal,House,Light,0,2,0.5497933489733289
Cat,Ragdoll,9.613334912285413,Overweight,Outdoor,Light,3,1,0.4345584890116929
Dog,Pug,11.357090694592522,Overweight,Farm,Moderate,4,2,0.6532818933663367
Cat,Devon Rex,5.80041569540044,Normal,Outdoor,Moderate,0,1,0.2418156304996042
Rabbit,Tan,14.076327432139568,Overweight,Apartment,Sedentary,1,3,0.8124937720075398
Dog,Labrador Retriever,12.474065023346705,Obese,Outdoor,Light,5,1,0.7949410700531039
Rabbit,Mini Lop,11.61849548752489,Overweight,House,Moderate,0,0,0.46597833630991825
Guinea Pig,Peruvian,7.011770856011893,Normal,Farm,Light,3,0,0.35538705371519297
Hamster,Mixed Breed,6.822118188295898,Normal,Outdoor,Active,0,1,0.04671025426562151
Rabbit,Mixed Breed,1.853825906525441,Normal,Farm,Active,1,0,0.2749288511713795
Rabbit,Tan,10.522272339305184,Obese,Outdoor,Moderate,1,4,0.6394310776676154
Rabbit,Angora,16.00972825063993,Obese,Farm,Moderate,1,2,0.698702540808083
Cat,British Shorthair,15.82510829450677,Overweight,Apartment,Sedentary,3,3,0.651727615311937
Guinea Pig,Skinny Pig,6.198681332023616,Overweight,Farm,Active,2,1,0.5424938887626733
Dog,Rottweiler,5.712414848200795,Overweight,Farm,Light,2,1,0.4121401614749953
Dog,Husky,14.74393175757319,Obese,House,Sedentary,3,2,0.7716856837647841
Dog,Corgi,4.224843975354058,Normal,Apartment,Moderate,1,1,0.05909706990780341
Bird,Macaw,11.255099527978341,Overweight,Outdoor,Light,1,1,0.42845812778550774
Guinea Pig,Baldwin,6.927647681107072,Normal,Farm,Active,0,0,0.21263174678354796
Hamster,Syrian,1.7530033445972526,Normal,Apartment,Active,1,0,0.16372344070354175
Hamster,Mixed Breed,13.842374363697616,Overweight,Apartment,Sedentary,3,4,0.9807260920496021
Cat,Ragdoll,8.11828961066732,Normal,Farm,Light,1,0,0.5950177718858929
Rabbit,New Zealand White,11.242080925742211,Normal,Apartment,Light,3,1,0.3300371544469639
Rabbit,French Lop,2.275454886362036,Normal,Outdoor,Moderate,1,0,0.1219976993301658
Hamster,Dwarf Campbell,9.27544863068823,Normal,Outdoor,Moderate,3,1,0.5100367866651143
Dog,Golden Retriever,11.678091130639693,Overweight,House,Light,1,2,0.7017072530038801
Rabbit,Holland Lop,10.006553277269052,Overweight,Farm,Light,3,0,0.537825511378124
Hamster,Syrian,8.621575966614994,Overweight,Farm,Active,3,2,0.5069643301212756
Cat,Cornish Rex,11.725442093446317,Normal,Farm,Active,2,0,0.37139991752619883
Rabbit,Rex,11.663362127366199,Overweight,Apartment,Moderate,3,2,0.43963982387097433
Bird,Conure,2.8870458157291643,Normal,Farm,Active,1,1,0.02389819580918272
Dog,Beagle,4.499520898739638,Normal,House,Active,0,1,0.23902424275289108
Cat,Birman,2.439626643009266,Normal,Apartment,Active,1,0,0.27155191292221664
Hamster,Dwarf Campbell,8.40082804509903,Normal,House,Active,2,0,0.5759201531875512
Dog,Husky,1.0092470797625417,Normal,House,Active,1,1,0.1169823512587914
Rabbit,Tan,12.434359170940807,Obese,Apartment,Moderate,5,3,0.7564819780378406
Rabbit,Angora,10.240531453711174,Overweight,Outdoor,Moderate,2,0,0.5951593408365934
Cat,Birman,5.337615321794497,Normal,Outdoor,Active,1,0,0.20075471320417687
Bird,Macaw,2.4510412369539964,Normal,Outdoor,Active,0,1,0.2836532541143215
Hamster,Dwarf Campbell,9.445898972863272,Normal,Apartment,Moderate,0,2,0.4067283763277385
Guinea Pig,American,2.418231323830042,Normal,House,Active,1,0,0.06413805479040253
Guinea Pig,American,12.871866492572119,Obese,Apartment,Sedentary,5,1,0.6524468883322465
Dog,Yorkshire Terrier,2.369702709528295,Normal,Apartment,Active,1,0,0.2078270713701115
Hamster,Syrian,9.072749133569914,Overweight,Farm,Light,1,0,0.5477039150394246
Rabbit,Mixed Breed,7.266237052522392,Normal,Apartment,Active,0,1,0.270811560773738
Rabbit,Tan,15.145836080222017,Obese,Farm,Sedentary,5,1,0.7852665256850135
Dog,German Shepherd,18.045001630187606,Obese,Apartment,Light,5,1,0.6304039170975929
Hamster,Chinese,3.66136283180918,Normal,Apartment,Moderate,1,0,0.08108403099487349
Hamster,Chinese,6.19808700433978,Normal,Outdoor,Active,0,1,0.10369972801298502
Rabbit,Dwarf Hotot,5.400015143234556,Normal,House,Light,2,2,0.38749982022488844
Guinea Pig,Texel,18.511920071640922,Overweight,Farm,Moderate,3,4,0.7684392136249187
Hamster,Roborovski,1.4472137018617848,Normal,Farm,Active,1,1,0.16498438960904377
Guinea Pig,Skinny Pig,8.451984130171734,Normal,Farm,Light,1,1,0.4358237539931865
Cat,Mixed Breed,13.223549243135047,Obese,Farm,Sedentary,2,1,0.8285827278966226
Hamster,Mixed Breed,7.735078188679896,Normal,Apartment,Light,0,1,0.3706354352032873
Hamster,Syrian,11.966514041948816,Overweight,House,Moderate,4,3,0.9452673176919919
Dog,Shepherd Mix,5.958372638920536,Normal,Outdoor,Active,0,0,0.2963286059145344
Cat,American Shorthair,18.754051163602874,Overweight,House,Moderate,5,1,0.6090934680373096
Dog,Labrador Retriever,2.6493077818433446,Normal,Farm,Moderate,0,1,0.03962964358349086
Bird,Parakeet,9.312587292075156,Overweight,Outdoor,Active,3,0,0.5710468782237731
Bird,Finch,5.455658820284069,Overweight,Apartment,Active,0,0,0.47289565989291177
Dog,German Shepherd,14.623036695916145,Obese,House,Moderate,2,4,0.8620705798665129
Dog,Rottweiler,11.99791833141991,Overweight,Outdoor,Light,2,4,0.8231761263889343
Cat,Scottish Fold,1.8796417853640086,Normal,Outdoor,Active,1,0,0.003097029257332895
Rabbit,French Lop,16.872315368146253,Overweight,Apartment,Sedentary,5,1,0.7110093846874415
Guinea Pig,Peruvian,9.377079795993138,Normal,House,Active,1,1,0.5052425392889497
Rabbit,Dwarf Hotot,2.22434758207898,Normal,Farm,Moderate,0,1,0.21096381147793364
Rabbit,Angora,5.270991400772687,Normal,Outdoor,Active,0,0,0.09616759247172892
Cat,Scottish Fold,7.564668412346433,Normal,Farm,Active,0,2,0.3631283723820211
Dog,Shih Tzu,6.067769738860608,Normal,Outdoor,Moderate,0,1,0.22432123745095675
Guinea Pig,Abyssinian,1.7897754713686198,Normal,Farm,Active,0,0,0.2926869311998338
Hamster,Chinese,5.007231487639969,Normal,Apartment,Moderate,0,0,0.1650750954049496
Guinea Pig,Mixed Breed,6.27936292776425,Normal,Apartment,Moderate,1,0,0.1139375945804808
Dog,Shih Tzu,19.20601390641422,Overweight,Farm,Moderate,2,1,0.7675006868987697
Guinea Pig,Silkie,2.186732072382104,Normal,House,Moderate,0,1,0.19518728014589154
Dog,Pug,14.434029897970401,Obese,House,Light,3,1,0.7378082173251534
Dog,Pit Bull,15.1407916162278,Overweight,Apartment,Light,3,4,0.9774248900441018
Cat,Bengal,18.992109470735727,Obese,Farm,Moderate,4,3,0.8794501381396469
Bird,Macaw,10.427844893888341,Overweight,Farm,Moderate,2,2,0.7625424385665951
Guinea Pig,Mixed Breed,10.487907124835278,Obese,Farm,Light,4,2,0.9576793176458271
Rabbit,Mini Lop,19.448971137257686,Overweight,Farm,Light,4,3,0.689447270989224
Cat,Abyssinian,7.118582186853409,Normal,Outdoor,Moderate,1,0,0.006840923117548947
Cat,American Shorthair,4.4742418558551975,Normal,Apartment,Moderate,0,1,0.012342832810820225
Rabbit,French Lop,6.517201824433881,Normal,House,Moderate,1,2,0.368687116775241
Cat,Sphynx,10.021068575608865,Normal,Farm,Light,1,2,0.5728967440729866
Bird,Cockatiel,10.543334216622682,Overweight,Farm,Active,3,1,0.5201093157076992
Hamster,Syrian,7.4679705016067315,Normal,Apartment,Active,1,1,0.08886167227158365
Cat,Birman,11.06733374760555,Overweight,Farm,Moderate,1,1,0.6632226287836684
Dog,Shepherd Mix,5.302057244192575,Normal,Apartment,Active,1,0,0.29628365652602434
Bird,Canary,12.068942725119784,Obese,House,Sedentary,1,4,0.6167567479700705
Rabbit,Rex,5.37813238059166,Normal,Farm,Active,0,1,0.4162571753531459
Dog,Siberian Husky,9.651317676684588,Overweight,Outdoor,Light,1,2,0.5256820189065287
Dog,Great Dane,6.767477343649633,Normal,Outdoor,Active,2,1,0.4943782053249035
